postComment,postCommentAuthor,postCommentTime_final,isSeller,postCommentLength,lns,salesQuantity,producePrice,productBought_ACHAR,productBought_BCP,productBought_BMC,productBought_BP,productBought_BS,productBought_BSS,productBought_BST,productBought_BT78,productBought_BTT,productBought_ER,productBought_FG,productBought_KBP,productBought_KKM,productBought_KN11,productBought_LCT33,productBought_MFC,productBought_NOSTOCK,productBought_OLP239,productBought_OTAK,productBought_PCT,productBought_PR,productBought_RGB,productBought_RGSS,productBought_RST,productBought_SCF,productBought_SL399,productBought_STF,productBought_TPT22,productBought_WAITLONGLONG,productBought_WAK,productBought_WBF
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:08:41,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bp+1,Huay Geok  Ang,00:08:48,0,1,0,1,0,0.0,0.0,0,11.11,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X WILD BARRA FL 180-250G/ PCS @$11.11 Comment WBF+1 below to join the Sale.,OceanStar Seafood,00:08:50,1,15,0,0,$11.11  WBF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X WILD BARRA FL 180-250G/ PCS @$11.11 Comment WBF+1 below to join the Sale.,OceanStar Seafood,00:08:55,1,15,0,0,$11.11  WBF+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bp+1,Ivy Gin,00:09:01,0,1,0,1,0,0.0,0.0,0,11.11,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Morning Miko,き リーサン,00:09:39,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
PREMIUM GRADE SALMON 2.2-2.4 KG/ PCS @58.80 Comment SS588+1 below to join the Sale,OceanStar Seafood,00:09:43,1,14,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Good morning friends at OSS,き リーサン,00:09:53,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Have cod fish today? ,Joanna Ee,00:09:54,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WBF+1,Ong Patsy,00:10:04,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.11
BP+1,Debbie Chng,00:10:19,0,1,0,1,0,0.0,0.0,0,11.11,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WBF+2,Ivy Ng Lee Cheng,00:10:23,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11.11
LAST 4 PCS!!! PREMIUM GRADE SALMON 2.2-2.4 KG/ PCS @58.80 Comment SS588+1 below to join the Sale,OceanStar Seafood,00:10:25,1,17,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
OLP239+1,Clarissa Neo,00:10:30,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,23.9,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:10:52,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
good morning pretty Miko OSS and everyone,Catherine Phua,00:11:14,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:11:50,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Fabian reporting from home jail! Hello   sugar sis and sugar bro.,Fabian Low,00:12:11,0,11,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X FRANCE COD FL 400-500G/ PKT @$59.90 Comment FCF+1 below to join the Sale,OceanStar Seafood,00:12:20,1,15,0,0,$59.90  FCF+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:12:28,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Now i realise her nails still black black,Winnie Wu,00:12:51,0,8,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BP+1,Ong Patsy,00:12:51,0,1,0,1,0,0.0,0.0,0,11.11,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BABY CHINESE POMFRET 450G+-/ PKT @$11.11 Comment BCP+1 below to join the Sale.,OceanStar Seafood,00:13:36,1,15,0,0,$11.11  BCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
MUST GRAB!!! 3 X WILD CAUGHT ANG KA 500G/ POR @$22.22 Comment WAK+1 below to join the Sale.,OceanStar Seafood,00:13:56,1,18,0,0,$22.22  WAK+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Jsck daniel quietly watching  ,Winnie Wu,00:14:17,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BABY CHINESE POMFRET 450G+-/ PKT @$11.11 Comment BCP+1 below to join the Sale.,OceanStar Seafood,00:14:28,1,15,0,0,$11.11  BCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hello Miko,Bee Thin,00:14:39,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BCP+1,Violet Yap,00:14:41,0,1,0,1,0,0.0,11.11,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BALAI THREADFIN WHOLE 5.4-5.8 KG/ PCS @$111.10 Comment BTW111+1 below to join the Sale,OceanStar Seafood,00:15:18,1,14,0,0,$111.10  BTW111+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Still   ,Winnie Wu,00:15:38,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bcp+1,Huay Geok  Ang,00:15:45,0,1,0,1,0,0.0,11.11,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BCP+1,Chiang Kok Chin,00:15:56,0,1,0,1,0,0.0,11.11,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hello gd morning miko ,Jacqueline Hoe,00:16:11,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BABY CHINESE POMFRET 450G+-/ PKT @$11.11 Comment BCP+1 below to join the Sale.,OceanStar Seafood,00:16:22,1,15,0,0,$11.11  BCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:16:38,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Our generation cartoon  ,Jack Daniel,00:16:40,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
So nice the Ak,Jacqueline Hoe,00:17:00,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X KUNNING 500G/ PKT @$11.11 Comment KN11+1 below to join the Sale.,OceanStar Seafood,00:17:29,1,13,0,0,$11.11  KN11+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Wak+1,Lee San San,00:17:43,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,22.22,0.0
WAK+1,Ong Patsy,00:18:11,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,22.22,0.0
MUST GRAB!!! 3 X WILD CAUGHT ANG KA 500G/ POR @$22.22 Comment WAK+1 below to join the Sale.,OceanStar Seafood,00:18:22,1,18,0,0,$22.22  WAK+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X KUNNING 500G/ PKT @$11.11 Comment KN11+1 below to join the Sale.,OceanStar Seafood,00:18:31,1,13,0,0,$11.11  KN11+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KN11+1,Huay Geok  Ang,00:18:45,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,11.11,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KN11+1,Chiang Kok Chin,00:18:53,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,11.11,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X BABY CHINESE POMFRET 450G+-/ PKT @$11.11 Comment BCP+1 below to join the Sale.,OceanStar Seafood,00:18:55,1,15,0,0,$11.11  BCP+1 ,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KN11+1,Ivy Ng Lee Cheng,00:19:10,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,11.11,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 PCS!!! CHINESE POMFRRET 800-900G/ PCS @$32.00 Comment CP32+1 below to join the Sale,OceanStar Seafood,00:19:14,1,15,0,0,$32.00  CP32+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:19:41,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 PCS!!! TUAPAN TAIL PORTION 1.1-1.2 KG/ PCS @$22.22 Comment TPT22+1 below to join the Sale,OceanStar Seafood,00:21:15,1,17,0,0,$22.22  TPT22+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hmm tuapan ,Jack Daniel,00:21:24,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LAST 2 PCS!!! TUAPAN TAIL PORTION 1.1-1.2 KG/ PCS @$22.22 Comment TPT22+1 below to join the Sale,OceanStar Seafood,00:22:01,1,17,0,0,$22.22  TPT22+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
PCT+1,Joanna Ee,00:22:07,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
TPT22+1,Chiang Kok Chin,00:22:11,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,22.22,0,0.0,0.0
 TPT22+1,Ivy Ng Lee Cheng,00:22:24,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,22.22,0,0.0,0.0
TPT22+1,Huay Geok  Ang,00:22:26,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,22.22,0,0.0,0.0
LOCAL CATCH THREADFIN 1.3-1.6 KG/ PCS @$33.30 Comment LCT33+1 below to join the Sale,OceanStar Seafood,00:22:59,1,14,0,0,$33.30  LCT33+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
RED EMPEROR SNAPPER 1.2-1.5 KG/ PCS @ $22.90 Comment RES229+1 below to join the Sale,OceanStar Seafood,00:23:50,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
WILD GROUPER WHOLE 2.2-2.5 KG/ PCS @$39.90 Comment WG399+1 below to join the Sale,OceanStar Seafood,00:25:11,1,14,0,0,$39.90  WG399+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X ANG KO LI WHOLE 1.3-1.6 KG/ PCS @ $29.90 Comment AKL299+1 below to join the Sale,OceanStar Seafood,00:25:51,1,18,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
3 X MUAR OTAK / PKT @$11.11 Comment OTAK+1 below to join the Sale,OceanStar Seafood,00:26:41,1,14,0,0,$11.11  OTAK+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Weight of mud crab,Cjwee Surin,00:26:59,0,4,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Ok. Thank u,Cjwee Surin,00:27:34,0,3,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 x BATANG SOUP SLICED 300G/ PKT @$22.22 Comment BSS+1 below to join the Sale,OceanStar Seafood,00:28:16,1,15,0,0,$22.22  BSS+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
LCT33+1,Debbie Chng,00:28:41,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,33.3,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
OTAK+1,Ivy Ng Lee Cheng,00:29:05,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,11.11,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X ANG KO LI WHOLE 1.3-1.6 KG/ PCS @ $29.90 Comment AKL299+1 below to join the Sale,OceanStar Seafood,00:29:14,1,18,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AKL buck kim kim oh so fresh ,Jack Daniel,00:29:48,0,7,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Cai buay is what code?,Fabian Low,00:30:03,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Nostock+1,Fabian Low,00:30:28,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Sui sui,Fabian Low,00:30:32,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BRAISED MEI CAI / PORTION @ $ 8.90 Comment BMC+1 below to join the Sale,OceanStar Seafood,00:30:47,1,15,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Waitlonglong+1,Fabian Low,00:30:49,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ZAI ER / PORTION @ $4.90 Comment ER+1 below to join the Sale.,OceanStar Seafood,00:31:39,1,13,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KONG BAK PAO 4 PCS / PKT @$ 5.90 Comment KBP+1 below to join the Sale,OceanStar Seafood,00:32:12,1,16,0,0,$ 5.90  KBP+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Can see the zai er?,Sherlyn Khoo,00:32:18,0,5,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KBP+1,Violet Yap,00:32:35,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ZAI ER / PORTION @ $4.90 Comment ER+1 below to join the Sale,OceanStar Seafood,00:32:58,1,13,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
HOME MADE ACHAR 370G/ PKT @$6.90 Comment ACHAR+1 below to join the Sale,OceanStar Seafood,00:33:08,1,13,0,0,$6.90  ACHAR+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KONG BAK PAO 4 PCS / PKT @$ 5.90 Comment KBP+1 below to join the Sale,OceanStar Seafood,00:33:18,1,16,0,0,$ 5.90  KBP+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X RAW IKAN BILIS 400G/ PKT @ $8.90 Comment FIB+1 below to join the Sale,OceanStar Seafood,00:33:29,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KBP+1,Ong Patsy,00:33:32,0,1,0,1,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Archar  ,Jack Daniel,00:33:35,0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
CRAZY DEAL!!!! 2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11 Comment PCT+1 below to join the Sale,OceanStar Seafood,00:33:58,1,21,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
SUPER SALES!!! 3 X MUAR OTAK / PKT @$11.11 Comment OTAK+1 below to join the Sale,OceanStar Seafood,00:34:18,1,16,0,0,$11.11  OTAK+1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
ACHAR+1,Ong Patsy,00:34:32,0,1,0,1,0,6.9,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
2 X RAW IKAN BILIS 400G/ PKT @ $8.90 Comment FIB+1 below to join the Sale,OceanStar Seafood,00:34:35,1,16,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Hello  . ,Tricia Avocado Chan,00:34:41,0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
I think the ikan bilis can coat with those pre-mix ayam goreng flour. Then go deep fry. Shud be nice.,Fabian Low,00:35:08,0,20,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Bmc+2,Winnie Wu,00:35:17,0,1,0,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
